"행정구역","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0세","2026년06월_계_1세","2026년06월_계_2세","2026년06월_계_3세","2026년06월_계_4세","2026년06월_계_5세","2026년06월_남_총인구수","2026년06월_남_연령구간인구수","2026년06월_남_0세","2026년06월_남_1세","2026년06월_남_2세","2026년06월_남_3세","2026년06월_남_4세","2026년06월_남_5세","2026년06월_여_총인구수","2026년06월_여_연령구간인구수","2026년06월_여_0세","2026년06월_여_1세","2026년06월_여_2세","2026년06월_여_3세","2026년06월_여_4세","2026년06월_여_5세"
"서울특별시 노원구 공릉2동(1135060000)","40,662","1,332","253","206","196","220","222","235","19,658","676","126","88","107","121","105","129","21,004","656","127","118","89","99","117","106"
"서울특별시 노원구 하계1동(1135061100)","25,321","416","83","67","61","73","66","66","12,049","218","44","39","31","34","35","35","13,272","198","39","28","30","39","31","31"
"서울특별시 노원구 하계2동(1135061200)","19,450","508","103","70","67","78","100","90","9,228","268","50","31","42","45","55","45","10,222","240","53","39","25","33","45","45"
"서울특별시 노원구 중계본동(1135061900)","21,967","343","29","58","46","58","68","84","10,600","199","14","38","23","33","35","56","11,367","144","15","20","23","25","33","28"
"서울특별시 노원구 중계1동(1135062100)","25,735","498","45","43","44","91","125","150","12,589","265","29","20","20","45","71","80","13,146","233","16","23","24","46","54","70"
"서울특별시 노원구 중계4동(1135062400)","18,526","318","55","59","35","55","53","61","8,861","158","26","34","15","28","21","34","9,665","160","29","25","20","27","32","27"
"서울특별시 노원구 중계2.3동(1135062500)","31,117","744","166","123","116","107","116","116","14,055","382","86","63","53","47","61","72","17,062","362","80","60","63","60","55","44"
"서울특별시 노원구 상계1동(1135063000)","35,842","816","146","148","132","140","132","118","17,155","444","79","86","73","74","70","62","18,687","372","67","62","59","66","62","56"
"서울특별시 노원구 상계2동(1135064000)","18,534","326","66","48","56","53","53","50","9,092","154","30","26","30","25","21","22","9,442","172","36","22","26","28","32","28"
"서울특별시 노원구 상계3.4동(1135066500)","26,412","528","89","86","77","97","68","111","13,088","269","42","45","42","51","33","56","13,324","259","47","41","35","46","35","55"
"서울특별시 노원구 상계5동(1135067000)","21,990","352","70","52","63","62","47","58","10,666","189","36","35","31","38","21","28","11,324","163","34","17","32","24","26","30"
"서울특별시 노원구 상계6.7동(1135069500)","30,043","941","210","181","146","159","117","128","13,713","474","104","85","72","79","63","71","16,330","467","106","96","74","80","54","57"
"서울특별시 노원구 상계8동(1135070000)","21,217","1,264","358","235","208","156","165","142","10,019","634","180","120","99","79","84","72","11,198","630","178","115","109","77","81","70"
"서울특별시 노원구 상계9동(1135071000)","18,840","507","109","95","76","68","77","82","8,766","255","50","45","47","40","32","41","10,074","252","59","50","29","28","45","41"
"서울특별시 노원구 상계10동(1135072000)","17,820","619","129","96","102","100","97","95","8,194","325","73","45","55","54","52","46","9,626","294","56","51","47","46","45","49"
"서울특별시 은평구 (1138000000)","453,212","11,043","2,127","1,854","1,640","1,756","1,780","1,886","214,139","5,784","1,110","967","838","956","930","983","239,073","5,259","1,017","887","802","800","850","903"
"서울특별시 은평구 녹번동(1138051000)","35,083","996","182","170","151","159","174","160","16,453","508","98","88","77","83","86","76","18,630","488","84","82","74","76","88","84"
"서울특별시 은평구 불광제1동(1138052000)","33,687","834","192","112","122","136","133","139","15,716","433","96","59","60","73","71","74","17,971","401","96","53","62","63","62","65"
"서울특별시 은평구 불광제2동(1138053000)","26,127","327","68","56","52","45","44","62","12,535","168","35","25","32","18","22","36","13,592","159","33","31","20","27","22","26"
"서울특별시 은평구 갈현제1동(1138055100)","13,930","178","39","30","21","27","23","38","6,666","87","18","14","9","16","11","19","7,264","91","21","16","12","11","12","19"
"서울특별시 은평구 갈현제2동(1138055200)","26,568","371","71","53","56","67","60","64","12,522","197","42","25","33","34","25","38","14,046","174","29","28","23","33","35","26"
"서울특별시 은평구 구산동(1138056000)","30,565","516","88","79","64","80","98","107","14,771","280","46","42","39","41","48","64","15,794","236","42","37","25","39","50","43"
"서울특별시 은평구 대조동(1138057000)","26,878","476","151","90","71","65","42","57","12,345","252","75","46","39","32","27","33","14,533","224","76","44","32","33","15","24"
"서울특별시 은평구 응암제1동(1138058000)","31,935","965","188","166","138","168","167","138","14,806","499","96","85","61","95","96","66","17,129","466","92","81","77","73","71","72"
"서울특별시 은평구 응암제2동(1138059000)","26,751","1,253","207","203","214","197","205","227","12,884","632","101","101","98","102","110","120","13,867","621","106","102","116","95","95","107"
"서울특별시 은평구 응암제3동(1138060000)","22,707","324","72","57","42","48","57","48","10,916","151","31","28","17","24","28","23","11,791","173","41","29","25","24","29","25"
"서울특별시 은평구 역촌동(1138062500)","44,223","901","179","166","137","136","150","133","20,669","482","86","95","84","79","80","58","23,554","419","93","71","53","57","70","75"
"서울특별시 은평구 신사제1동(1138063100)","25,594","524","92","90","81","87","91","83","12,135","283","50","50","37","51","51","44","13,459","241","42","40","44","36","40","39"
"서울특별시 은평구 신사제2동(1138063200)","19,371","469","81","85","89","72","77","65","9,515","261","46","43","44","47","42","39","9,856","208","35","42","45","25","35","26"
"서울특별시 은평구 증산동(1138064000)","15,140","475","102","80","65","66","64","98","7,261","253","57","46","29","39","30","52","7,879","222","45","34","36","27","34","46"
"서울특별시 은평구 수색동(1138065000)","21,088","1,068","236","210","151","171","135","165","10,145","563","127","108","75","92","71","90","10,943","505","109","102","76","79","64","75"
"서울특별시 은평구 진관동(1138069000)","53,565","1,366","179","207","186","232","260","302","24,800","735","106","112","104","130","132","151","28,765","631","73","95","82","102","128","151"
"서울특별시 서대문구 (1141000000)","299,810","8,239","1,484","1,375","1,290","1,336","1,368","1,386","141,189","4,186","766","698","623","697","729","673","158,621","4,053","718","677","667","639","639","713"
"서울특별시 서대문구 천연동(1141052000)","16,246","550","97","108","82","95","81","87","7,631","285","49","58","35","57","44","42","8,615","265","48","50","47","38","37","45"
"서울특별시 서대문구 북아현동(1141055500)","15,076","690","128","110","110","118","114","110","7,259","373","64","63","64","64","58","60","7,817","317","64","47","46","54","56","50"
"서울특별시 서대문구 충현동(1141056500)","19,097","480","88","75","76","70","90","81","9,104","250","47","41","39","37","44","42","9,993","230","41","34","37","33","46","39"
"서울특별시 서대문구 신촌동(1141058500)","20,650","246","56","40","38","48","31","33","8,751","126","32","17","14","26","19","18","11,899","120","24","23","24","22","12","15"
"서울특별시 서대문구 연희동(1141061500)","33,030","547","99","105","90","70","83","100","15,596","285","56","56","46","39","39","49","17,434","262","43","49","44","31","44","51"
"서울특별시 서대문구 홍제제1동(1141062000)","24,256","693","145","125","111","120","104","88","11,242","355","82","61","57","64","51","40","13,014","338","63","64","54","56","53","48"
"서울특별시 서대문구 홍제제3동(1141064000)","17,157","515","95","101","82","69","89","79","8,108","251","43","49","39","31","43","46","9,049","264","52","52","43","38","46","33"
"서울특별시 서대문구 홍제제2동(1141065500)","11,803","380","84","56","68","67","57","48","5,477","194","47","31","33","32","27","24","6,326","186","37","25","35","35","30","24"
"서울특별시 서대문구 홍은제1동(1141066000)","23,322","707","136","117","105","115","125","109","11,143","347","65","59","57","55","67","44","12,179","360","71","58","48","60","58","65"
"서울특별시 서대문구 홍은제2동(1141068500)","27,047","575","97","97","89","98","86","108","12,903","277","50","49","35","48","48","47","14,144","298","47","48","54","50","38","61"
"서울특별시 서대문구 남가좌제1동(1141069000)","17,264","873","120","120","124","162","150","197","8,239","468","69","57","70","90","94","88","9,025","405","51","63","54","72","56","109"
"서울특별시 서대문구 남가좌제2동(1141070000)","28,277","977","153","151","152","162","193","166","13,453","482","70","79","65","85","95","88","14,824","495","83","72","87","77","98","78"
"서울특별시 서대문구 북가좌제1동(1141071000)","17,095","488","81","88","74","65","93","87","8,170","240","39","40","30","35","56","40","8,925","248","42","48","44","30","37","47"
"서울특별시 서대문구 북가좌제2동(1141072000)","29,490","518","105","82","89","77","72","93","14,113","253","53","38","39","34","44","45","15,377","265","52","44","50","43","28","48"
"서울특별시 마포구 (1144000000)","356,487","9,963","2,027","1,658","1,451","1,530","1,591","1,706","165,403","5,114","1,051","866","735","768","819","875","191,084","4,849","976","792","716","762","772","831"
"서울특별시 마포구 아현동(1144055500)","28,566","1,583","317","278","235","237","260","256","13,198","815","170","141","114","121","130","139","15,368","768","147","137","121","116","130","117"
"서울특별시 마포구 공덕동(1144056500)","35,843","1,018","227","179","150","139","159","164","16,662","511","111","90","77","71","73","89","19,181","507","116","89","73","68","86","75"
"서울특별시 마포구 도화동(1144058500)","20,213","725","170","113","85","104","124","129","9,538","379","90","59","43","51","68","68","10,675","346","80","54","42","53","56","61"
"서울특별시 마포구 용강동(1144059000)","21,165","786","129","128","112","129","133","155","9,893","394","72","62","55","66","68","71","11,272","392","57","66","57","63","65","84"
"서울특별시 마포구 대흥동(1144060000)","14,221","268","54","39","38","48","42","47","6,746","132","29","24","16","21","21","21","7,475","136","25","15","22","27","21","26"
"서울특별시 마포구 염리동(1144061000)","16,740","567","104","87","74","107","86","109","7,975","272","42","38","39","51","47","55","8,765","295","62","49","35","56","39","54"
"서울특별시 마포구 신수동(1144063000)","21,955","717","145","113","111","105","115","128","10,653","365","73","55","63","55","57","62","11,302","352","72","58","48","50","58","66"
"서울특별시 마포구 서강동(1144065500)","24,345","726","137","101","111","97","132","148","11,620","385","75","53","52","51","75","79","12,725","341","62","48","59","46","57","69"
"서울특별시 마포구 서교동(1144066000)","23,436","324","73","58","45","49","42","57","10,664","163","34","36","26","21","23","23","12,772","161","39","22","19","28","19","34"
"서울특별시 마포구 합정동(1144068000)","15,446","270","63","49","42","37","42","37","7,042","137","33","19","22","19","28","16","8,404","133","30","30","20","18","14","21"
"서울특별시 마포구 망원제1동(1144069000)","18,336","314","68","56","44","47","56","43","8,496","167","36","36","18","24","29","24","9,840","147","32","20","26","23","27","19"
"서울특별시 마포구 망원제2동(1144070000)","17,062","337","57","73","56","50","49","52","7,887","181","34","38","31","21","26","31","9,175","156","23","35","25","29","23","21"
"서울특별시 마포구 연남동(1144071000)","13,825","235","52","49","34","24","36","40","6,417","123","27","27","23","11","16","19","7,408","112","25","22","11","13","20","21"
